,time,content,anger,positivity
8254, 2020-07-29 19:17," ""RT @HeyTammyBruce: Shocking: AP Reporter Embedded with Federal Officers in Portland Describes Rioters' Violent Attacks https://t.co/vRjVbn8cg3""",0.3333333333333333,0.3333333333333333
8255, 2020-07-29 19:18," ""Vote these people out. They are CRAZY!  #2020 https://t.co/ktRw2pJUFa""",0.6666666666666666,0.3333333333333333
8258, 2020-07-29 19:22," ""RT @Varneyco: STU: 'Are you ready for the extraordinary turmoil that a Joe #Biden win would bring on?' #Democrats #2020Election #VarneyCo https://t.co/hex5GAFEux""",0.25,0.25
8262, 2020-07-29 19:25," ""RT @seanhannity: The Heat Is ON: Biden Campaign Goes On Defense Over Senate Burisma Investigation https://t.co/8m8hEBXgk9""",0.2,0.2
8269, 2020-07-30 00:19," ""I am happy to inform all of the people living their Suburban Lifestyle Dream that you will no longer be bothered or financially hurt by having low income housing built in your neighborhood...""",0.1,0.2
8280, 2020-08-01 02:09," ""RT @Jim_Jordan: Can’t go to church. Can’t go to work.  Can’t go to school.  Even Dr. Fauci says protesting is dangerous.  But Democrats encourage people to riot and protest in the streets. https://t.co/78Dyjkt6D6""",0.125,0.25
8281, 2020-08-01 03:37," ""Very disappointed in @SenSchumer for blocking the temporary extension of the $600 unemployment benefits. The Do Nothing Democrats are more interested in playing politics than in helping our deserving people. DRAIN THE SWAMP ON NOVEMBER 3RD!""",0.2222222222222222,0.1111111111111111
8285, 2020-08-01 11:46," ""Obama worked harder for Hillary Clinton and the losing Clinton Campaign than she worked for herself! Now he’s working with Sleepy Joe - will be same result. MAGA is energized like never before!""",0.2,0.2
8291, 2020-08-02 09:49," ""RT @realDonaldTrump: Very disappointed in @SenSchumer for blocking the temporary extension of the $600 unemployment benefits. The Do Nothing Democrats are more interested in playing politics than in helping our deserving people. DRAIN THE SWAMP ON NOVEMBER 3RD!""",0.2222222222222222,0.1111111111111111
8296, 2020-08-02 12:00," ""RT @JohnWHuber: More delays - DC Circuit WILL rehear Flynn case en banc with the full court... https://t.co/QLZDD7Fnbu""",0.25,0.25
8297, 2020-08-02 12:06," ""RT @seanhannity: The Heat Is ON: Biden Campaign Goes On Defense Over Senate Burisma Investigation https://t.co/rXwG2Mg3UN""",0.2,0.2
8302, 2020-08-02 12:12," ""Death penalty! He killed and badly wounded many. Justice! https://t.co/WM9Vw26a21""",0.5,0.25
8303, 2020-08-02 12:16," ""RT @TVNewsHQ: Watch: Fox News’ @dbongino on the “chaos candidate” Joe Biden https://t.co/lTghrnsDEq""",0.2,0.2
8311, 2020-08-02 18:07," ""RT @hughhewitt: The case for re-electing @realDonaldTrump in 800 words. My new @washingtonpost column: https://t.co/CfMKRTZsYz""",0.3333333333333333,0.0
8315, 2020-08-02 18:28," ""RT @RichardGrenell: The NYT is totally biased and has lost its way.   Their agenda is the priority. Everything they do is advocacy. Everything. https://t.co/zU9WzlRrB0""",0.2,0.2
8316, 2020-08-02 18:29," ""RT @EliseStefanik: THREAD: #TaxinTedra's latest stance she's hiding from voters? Medicare for All for illegal immigrants - which she frantically deleted from her own website! https://t.co/wrOdjIqTwk""",0.3333333333333333,0.0
8317, 2020-08-02 18:42," ""RT @mattgaetz: Preorder   FIREBRAND: Dispatches from the front lines of the MAGA Revolution  https://t.co/cUipEvmMw3 https://t.co/5pzy0xERDp""",0.3333333333333333,0.3333333333333333
8336, 2020-08-03 19:49," ""FAKE NEWS IS THE ENEMY OF THE PEOPLE!""",0.25,0.0
8338, 2020-08-03 20:22," ""96% Approval Rating in the Republican Party. 50% in new Rasmussen Poll (higher than Obama at this point in time). Thank you!""",0.125,0.125
8339, 2020-08-03 21:53," ""RT @realDonaldTrump: FAKE NEWS IS THE ENEMY OF THE PEOPLE!""",0.25,0.0
8341, 2020-08-04 06:24," ""RT @WhiteHouse: President @realDonaldTrump gives an update on Tropical Storm Isaias: https://t.co/5snaYnZdef""",0.3333333333333333,0.3333333333333333
8357, 2020-08-05 03:26," ""I am deeply saddened by the tragic loss of eight Marines and one Sailor during a training exercise off the coast of California. Our prayers are with their families. I thank them for the brave service their loved ones gave to our Nation. #SemperFidelis""",0.125,0.125
8358, 2020-08-05 06:44," ""RT @WhiteHouse: We continue to monitor Tropical Storm Isaias closely. https://t.co/qKSVWpXCoy""",0.3333333333333333,0.3333333333333333
8363, 2020-08-05 07:01," ""Great meeting today with the CoronaVirus Task Force in the Oval Office. Stay informed at: https://t.co/p9j7kZsD7b. https://t.co/nnnUHCzOLV""",0.125,0.125
8365, 2020-08-05 18:09," ""A great race run by Roger against a very tough and smart opponent. Roger loves Kansas and will represent it incredibly well. He has my Complete and Total Endorsement. Will be a Big Win on November 3rd. This is not the opponent the Democrats wanted! https://t.co/eSG6utLq5H""",0.2857142857142857,0.0
8378, 2020-08-06 12:30," ""RT @paulsperry_: BREAKING: Sally Yates testified Comey went 'rogue' regarding his persecution of Flynn""",0.3333333333333333,0.0
8379, 2020-08-06 12:38," ""RT @JohnWHuber: Yates clearly going for an insanity defense https://t.co/1XgBlWZAfn""",1.0,0.5
8380, 2020-08-06 12:39," ""RT @dbongino: The Yates hearing on Capitol Hill was another disaster for the police-state Democrats. It reinforced two critical things about them: 1) They worship abuses of power and political spying &amp; have no intentions of giving either up 2) They genuinely despise this country &amp; our rules.""",0.18181818181818182,0.2727272727272727
8390, 2020-08-07 05:36," ""RT @ChristianWalk1r: Joe Biden’s comfort with “ African Americans “ votes is insulting. I’m black and I won’t be casting my vote for Jim Crow Joe @JoeBiden. I’m pro-America https://t.co/feu4xLCVc0""",0.4,0.4
8391, 2020-08-07 05:39," ""RT @theangiestanton: My name is Angela Stanton King.   I’m a proud Black woman who supports @realDonaldTrump.   I’m done with the Democrat Party lying to my community.   I’m running for Congress to end the lies once and for all.   RT and follow to join my campaign of truth! 🇺🇸""",0.06666666666666667,0.3333333333333333
8398, 2020-08-08 05:03," ""Pelosi and Schumer only interested in Bailout Money for poorly run Democrat cities and states. Nothing to do with China Virus! Want one trillion dollars. No interest. We are going a different way!""",0.125,0.375
8400, 2020-08-08 08:31," ""RT @WhiteHouse: 'We added 1.8 million new jobs in July—exceeding predictions for the third month in a row.' https://t.co/7XfyI4PhEc""",0.2,0.0
8401, 2020-08-08 08:32," ""RT @WhiteHouse: Left-wing violent extremism is a serious threat to American lives and American freedom.  President @realDonaldTrump on the violence in Portland: https://t.co/oMouVwv9un""",0.42857142857142855,0.2857142857142857
8404, 2020-08-09 05:54," ""RT @WhiteHouse: President @realDonaldTrump's second executive order today protects Americans from eviction. https://t.co/v0v0XEtrwN""",0.2,0.2
8410, 2020-08-09 10:30," ""RT @USNoodlesA: 🔥This amazing American @TheLeoTerrell is on FIRE❗️  🔥Leo on Bidens racist comments: “Blacks are INDIVIDUALS. We don’t vote based on color.”  🔥”Black Americans are waking up. We are not going to vote dem just b/c you tell us!”  🔥”I’m voting for Trump b/c ACCOMPLISHES THINGS!” https://t.co/47hUS6J9t3""",0.2222222222222222,0.3333333333333333
8412, 2020-08-10 23:00," ""Thank you to Senator Bill Cassidy of Louisiana for his very smart words on the just signed Executive Orders!""",0.25,0.0
8413, 2020-08-11 01:38," ""CONGRATS to General Dynamic’s Bath Iron Works &amp; Local S6 on reaching a tentative agreement after the long strike. GD builds GREAT Arleigh-Burke destroyers. Super boost for Maine Economy. Glad to have helped. I’ve done a lot for Maine! https://t.co/6bXwvtje5P""",0.13333333333333333,0.3333333333333333
8414, 2020-08-11 01:44," ""Vote for Michelle – a real winner! #MN07 https://t.co/gViVuUwIRj""",0.3333333333333333,1.0
8426, 2020-08-12 20:29," ""Congratulations to future Republican Star Marjorie Taylor Greene on a big Congressional primary win in Georgia against a very tough and smart opponent. Marjorie is strong on everything and never gives up - a real WINNER!""",0.1,0.4
8454, 2020-08-14 19:34," ""RT @RealDrGina: #Biden’s Disastrous Week Was a Product of His Own Incompetence https://t.co/AjoW8p5shq""",0.25,0.0
8455, 2020-08-14 19:34," ""RT @yogagenie: Pro-life groups denounce Biden-Harris as 'most pro-abortion ticket in history' - Washington Times https://t.co/XCv4wKk9Hk""",0.2,0.0
8457, 2020-08-14 19:35," ""RT @TrumpWarRoom: Phony Kamala Harris said she's interested in packing the Supreme Court by adding four seats for liberal activists https://t.co/NQjxRVx3lS""",0.4,0.6000000000000001
8466, 2020-08-14 21:25," ""RT @SPWTalessia: Crunch time #Trump2020 #LeadRight #BlackVoicesForTrump #BuckeyeBattalion #MAGA https://t.co/rN5t8jmHmT""",0.5,0.0
8472, 2020-08-15 00:25," ""I am ready to have @USTreasury and @SBA send additional PPP payments to small businesses that have been hurt by the ChinaVirus. DEMOCRATS ARE HOLDING THIS UP!""",0.16666666666666666,0.0
8476, 2020-08-15 03:02," ""I am ready to send Rental Assistance payments to hardworking Americans that have been hurt by the ChinaVirus. DEMOCRATS ARE HOLDING THIS UP!""",0.16666666666666666,0.16666666666666666
8477, 2020-08-15 04:59," ""RT @Jim_Jordan: Kevin Clinesmith:  -Worked for Peter Strzok. -Deliberately doctored #FISA evidence. -Bragged about being part of the “resistance.”  The Obama/Biden/Comey Cabal was out to take down President Trump.  Let’s hope there’s more justice to come. https://t.co/D9WnwS1Mun""",0.125,0.375
8479, 2020-08-15 05:14," ""RT @SaraCarterDC: #BREAKING and #Developing   Ex-FBI Lawyer Kevin Clinesmith To Plead Guilty In #Durham Probe    https://t.co/T35FgZhY0l""",0.5,0.0
8480, 2020-08-15 19:15," ""RT @Bruce_LeVell: I 100% agree with @realDonaldTrump. Mail in ballots would create the biggest voter fraud in our nations history. We can safely social distance to vote at our polls  #MailInBallotsWouldBeATotalDisater https://t.co/zBjjkonIOt""",0.25,0.375
8483, 2020-08-15 19:24," ""Thank you to the great Pat Lynch &amp; the @NYCPBA. I will never let you down! https://t.co/XUKy2bQ70a""",0.5,0.0
8485, 2020-08-15 19:39," ""RT @LizRNC: President Trump talks about all the things we can do  Joe Biden talks about everything we *can't* do  'It's very defeatist. It's very bad for our country.'  President Trump is a can-do president who finds solutions and gets results! https://t.co/Vs6XAqJVRY""",0.125,0.375
8486, 2020-08-15 19:40," ""RT @MZHemingway: The mild headline and ludicrous 'spin' in subhed--par for  course for all media co-conspirators when forced to admit gov't malfeasance in FBI's anti-Trump spy campaign they helped perpetuate--suggests leak is from Team Clinesmith trying to soften massive blow of guilty plea. https://t.co/FxNBSv9unO""",0.058823529411764705,0.0
8487, 2020-08-15 19:40," ""So terrible! https://t.co/dROsgW9bbl""",1.0,0.0
8488, 2020-08-15 19:46," ""The Democrats know the 2020 Election will be a fraudulent mess. Will maybe never know who won! https://t.co/tEWKJ5NcUj""",0.3333333333333333,0.0
8494, 2020-08-16 04:08," ""RT @KimStrassel: A SanFran newspaper reporting that Saturday Night Live was mocking her for her “ ‘viral moments’ desperation.”""",0.25,0.0
8495, 2020-08-16 04:09," ""Would be terrible for our Country! https://t.co/aVifiIjXXe""",0.5,0.0
8505, 2020-08-17 00:24," ""RT @BrandonStraka: Leave Democrat cities. Let them rot. The media and @TheDemocrats have activated this mental illness and it’s going to get more and more people hurt and killed. #WalkAway from the radical left. And do it quickly. https://t.co/BIAZliK1Tf""",0.1,0.0
8506, 2020-08-17 00:25," ""RT @youbetcha2020: @disposable13 @BrandonStraka @ScottPresler I just hope your registered as a Republican and are voting up and down the ticket republican. That goes for everybody voting. Don't just vote for @POTUS people...you gotta check all the boxes. @realDonaldTrump needs the house and senate.""",0.08333333333333333,0.25
8515, 2020-08-17 00:48," ""RT @RealJamesWoods: His own words on video... #JimCrowJoe  https://t.co/nstkBIkDsz""",1.0,0.0
8518, 2020-08-17 01:14," ""RT @Wyn1745: Thousands of boaters hit the water in Clearwater on Saturday in an effort to set a record for the largest pro-Trump boat parade.  #Trump2020 #KAGA2020 https://t.co/NH2r5vy9fy""",0.125,0.25
8527, 2020-08-17 09:27," ""RT @GOPChairwoman: .@jaredkushner is spot on.   “Dr. Fauci said this week that there should be no fear for people to go out and vote in person… what @realDonaldTrump wants is a fair election.” https://t.co/BBzvvX3ixa""",0.25,0.25
8528, 2020-08-17 09:27," ""RT @MarkMeadows: It is NONSENSE to say @realDonaldTrump is undercutting the Postal Service. I know. I oversaw USPS in Congress on the Oversight Committee. It was a mismanaged wreck during the Obama administration—they’ve lost billions for a decade had issues long before this President.""",0.08333333333333333,0.08333333333333333
8533, 2020-08-17 09:30," ""RT @realDonaldTrump: Vote for TRUMP on November 3rd. I am going to bring our beloved New York back! https://t.co/Xi7yQ45jvy""",0.25,0.25
8536, 2020-08-18 01:09," ""Getting ready to land in Minneapolis. Our great National Guard saved the city from further destruction. Should have been called up sooner by local government!""",0.125,0.25
8538, 2020-08-18 04:07," ""Great division between the Bernie Sanders crowd and the other Radical Lefties. Our Country would be destroyed!""",0.25,0.0
8541, 2020-08-18 07:37," ""Why would @FoxNews put on phony Congresswoman @RepDebDingell. A total waste of airtime!""",0.25,0.0
8543, 2020-08-18 10:30," ""A proposal by Pentagon officials to slash Military Healthcare by $2.2 billion dollars has been firmly and totally rejected by me. We will do nothing to hurt our great Military professionals &amp; heroes as long as I am your President. Thank you!""",0.16666666666666666,0.08333333333333333
8551, 2020-08-18 11:35," ""RT @rkylesmith: Hey @NYGovCuomo did Donald Trump make you keep  schools open as long as you did? Did Trump make you keep the subways open w/o cleaning them? Did Trump make you say 'fear is worse than the virus' 3/19? Did he tell you to force nursing homes to accept Covid patients 3/25?""",0.13333333333333333,0.06666666666666667
8554, 2020-08-18 11:46," ""RT @CronkiteSays: AND THAT’S THE WAY IT IS... Thousands of Seattle Democrats gather to demand mail-in voting because it’s too dangerous to vote  in-person. https://t.co/tcC5LUAOaF""",0.2857142857142857,0.14285714285714285
8555, 2020-08-18 11:48," ""RT @rkylesmith: The Russia-Obsessed Media Does Its Best to Ignore Clinesmith’s Guilty Plea https://t.co/VWdoIyXZy1""",0.25,0.0
8557, 2020-08-19 00:14," ""RT @realDonaldTrump: A proposal by Pentagon officials to slash Military Healthcare by $2.2 billion dollars has been firmly and totally rejected by me. We will do nothing to hurt our great Military professionals &amp; heroes as long as I am your President. Thank you!""",0.16666666666666666,0.08333333333333333
8558, 2020-08-19 01:30," ""RT @WhiteHouse: LIVE: President @realDonaldTrump participates in Iowa disaster recovery briefing https://t.co/503L3jzlLX""",0.3333333333333333,0.6666666666666666
8562, 2020-08-19 07:36," ""RT @kimKBaltimore: Democrats don’t want you to see this.  They’re scared that I’m exposing what life is like in Democrat run cities.  That’s why I’m running for Congress Because All Black Lives Matter Baltimore Matters And black people don’t have to vote Democrat Help us win https://t.co/CSOjc9aQlS https://t.co/XnEDTaDDIG""",0.08333333333333333,0.25
8564, 2020-08-19 09:41," ""RT @TeamTrump: President @realDonaldTrump: Joe Biden allowed illegal migration and crime to pour through our borders unchecked for decades https://t.co/DvdwYjADjb""",0.3333333333333333,0.16666666666666666
8565, 2020-08-19 09:41," ""RT @TeamTrump: President @realDonaldTrump: “Joe Biden is the puppet of a Radical Left wing movement that seeks the complete elimination of America’s borders and boundaries.” https://t.co/46HPCNgsTF""",0.16666666666666666,0.16666666666666666
8567, 2020-08-19 09:42," ""RT @WhiteHouse: President @realDonaldTrump is mobilizing America's full industrial power to make sure our medical workers and first responders have what they need to fight the Coronavirus. https://t.co/vSOgQS9qQ1""",0.2,0.6000000000000001
8583, 2020-08-20 11:17," ""BUT DIDN’T SHE CALL HIM A RACIST??? DIDN’T SHE SAY HE WAS INCOMPETENT???""",0.5,0.0
8584, 2020-08-20 12:14," ""RT @LindseyGrahamSC: President @BarackObama and Secretary @HillaryClinton give sore losers a bad name.    https://t.co/qlgKNbHOIF""",0.5,0.25
8587, 2020-08-20 19:54," ""RT @NicholasTrainer: President Obama is making it a habit of campaigning in Philly for losing Presidential candidates. https://t.co/fZJfEhx2MB""",0.5,0.25
8591, 2020-08-20 19:58," ""RT @realDonaldTrump: BUT DIDN’T SHE CALL HIM A RACIST??? DIDN’T SHE SAY HE WAS INCOMPETENT???""",0.5,0.0
8604, 2020-08-21 10:40," ""96% Approval Rating in the Republican Party. 51% Approval Rating overall in the Rasmussen Poll. Thank you!""",0.2857142857142857,0.2857142857142857
8611, 2020-08-22 19:57," ""RT @CGH54: Trey Gowdy: #Brennan was either #inaccurate or #incompetent!' | Opinion - Conservative | Before It's News https://t.co/FlhieRKfjD""",0.2,0.0
8612, 2020-08-22 20:26," ""Many doctors and studies disagree with this! https://t.co/fpLVJZMvHS""",1.0,0.0
8613, 2020-08-22 20:44," ""In New Jersey they want you to certify that you asked for the Universal Mail-In Ballot that they sent you. But you never asked for it. Disaster in the wings!""",0.16666666666666666,0.16666666666666666
8615, 2020-08-23 04:51," ""....that they are trying to pull off in violation of everything that our Country stands for. Vote NO to the Pelosi/ Schumer money wasting HOAX which is taking place now. Then fight the $51 million unasked for Ballots. Only ABSENTEE BALLOTS are acceptable!""",0.41666666666666663,0.3333333333333333
8617, 2020-08-23 06:05," ""We did Criminal Justice Reform without many politically motivated Democrats. The Black &amp; Hispanic community will remember this on November 3rd. https://t.co/kGHQdIfObo""",0.16666666666666666,0.5
8618, 2020-08-23 06:07," ""Terrible! https://t.co/pzCR7ctciz""",1.0,0.0
8625, 2020-08-24 09:23," ""The greatest Election Fraud in our history is about to happen. This may top the Democrats illegally spying on my campaign! https://t.co/ePfNVJiHw7""",0.125,0.125
8628, 2020-08-24 19:02," ""RT @realDonaldTrump: The greatest Election Fraud in our history is about to happen. This may top the Democrats illegally spying on my campaign! https://t.co/ePfNVJiHw7""",0.125,0.125
8629, 2020-08-24 23:45," ""All the Radical Left Democrats are trying to do with the Post Office hearings is blame the Republicans for the FRAUD that will occur because of the 51 Million Ballots that are being sent to people who have not even requested them. They are setting the table for a BIG MESS!""",0.18181818181818182,0.0
8632, 2020-08-25 01:42," ""RT @TeamTrump: President @realDonaldTrump on disastrous Universal Mail-In Ballots https://t.co/u6wlTRQpXk""",0.25,0.25
8634, 2020-08-25 01:42," ""RT @TeamTrump: President @realDonaldTrump: 'Our country will NEVER be a socialist country!' https://t.co/Fe7gTedWss""",0.25,0.25
8672, 2020-08-25 21:49," ""For our Country to be sending 80 million UNSOLICITED BALLOTS is very unfair and a roadmap to disaster. Even recent small and easier to control elections which did this are a catastrophic disaster. Fraudulent &amp; missing Ballots like never seen before. 20% and 30% off. STOP!""",0.36363636363636365,0.0
8675, 2020-08-26 01:32," ""RT @TDEM: Deadly storm surge will accompany #HurricaneLaura in some areas along the coast.    Residents of the Upper #Texas coastlines should follow evacuation guidelines from their local officials.   Don’t wait till it’s too late to leave.   Follow @NHC_Atlantic + @NWS for latest updates. https://t.co/c2DWeNRroD""",0.13333333333333333,0.13333333333333333
8677, 2020-08-26 07:37," ""80 Million Unsolicited Ballots are impossible for election centers to tabulate accurately. The Democrats know this better than anyone else. The fraud and abuse will be an embarrassment to our Country. Hopefully the Courts will stop this scam!""",0.2,0.0
8752, 2020-08-28 03:45," ""RT @WhiteHouse: We continue to monitor Tropical Storm Laura closely and stand ready to help! https://t.co/33lQBZRMPT""",0.2,0.2
8753, 2020-08-28 07:54," ""Democrats Hate that I called for Big Pharma to match the lowest prescription drug prices in the World by using a FAVORED NATIONS CLAUSE. Prices will plunge!""",0.1111111111111111,0.0
8776, 2020-08-29 12:19," ""Disgraceful that Big Ten is not playing football. Let them PLAY!""",0.2,0.2
8777, 2020-08-29 12:23," ""RT @BrandonStraka: #WalkAway Rescue America Rally Chicago is under way and we are KILLING IT today!!!! #RescueChicago #RESCUEAMERICA https://t.co/rAxNMVAMIu""",0.25,0.25
8778, 2020-08-29 12:24," ""RT @BrandonStraka: I can’t even describe the sinking feeling I got last night being attacked for being gay &amp; just having to take it- bc if we defended ourselves the media would label us racist attackers. At least back in the day when gay bashing was common the media didn’t blame the gay ppl. https://t.co/wcXum5JqVu""",0.18181818181818182,0.18181818181818182
8780, 2020-08-29 19:40," ""The Democrats see chaos as their way while President Trump sees the Rule of Law. Mayor @kenblackwell Thank you Ken!""",0.14285714285714285,0.42857142857142855
8789, 2020-08-29 20:31," ""RT @GOP: 📺  @LizRNC sits down with @GOPChairwoman to discuss the RNC’s legal efforts to protect the vote!   ⬇️ ⬇️ ⬇️ https://t.co/SLe1uQvVFH""",0.25,0.75
8797, 2020-08-30 10:36," ""RT @OANN: President Trump Surveys Damage Caused By Hurricane Laura https://t.co/DsDZMgssiQ #OANN https://t.co/Nof1AJD9f9""",0.2,0.2
8799, 2020-08-30 10:38," ""RT @OANN: Ky. Attorney General Cameron: President Trump Is What’s Best For The Country https://t.co/W6QwuJdCHG #OANN https://t.co/iA01Dpx1E3""",0.2,0.6000000000000001
8802, 2020-08-30 18:25," ""RT @stillgray: The shooting victim in Portland had a blue lives patch on his pants. https://t.co/8VsOHnZNeX""",0.4,0.0
8803, 2020-08-30 18:26," ""RT @MrAndyNgo: The NYT is reporting that the deceased white victim was wearing a Patriot Prayer hat. Patriot Prayer is a pro-Trump conservative group in the Portland-area. Antifa had claimed tonight that a fascist killed a black person. https://t.co/EFc7RheY61""",0.06666666666666667,0.06666666666666667
8804, 2020-08-30 18:28," ""ANTIFA is a Radical Left group that only wants bad things for our Country. They are supported by $FOOLS! https://t.co/Be8avd2wPL""",0.16666666666666666,0.16666666666666666
8812, 2020-08-30 18:41," ""RT @EricTrump: Great - we can now all vote in person! https://t.co/t0Sn4gCrRe""",0.5,0.5
8828, 2020-08-30 19:43," ""RT @PollWatch2020: If you want to see how good or bad a pollster is just go to Real Clear Politics and check their past predictions. Don't go to 538. Their ratings are purely political and usually upside down from reality.""",0.2222222222222222,0.4444444444444444
8830, 2020-08-30 19:46," ""RT @PollWatch2020: Heads will explode. Trump up in Michigan. https://t.co/LvBMhN7WrQ""",0.5,0.0
8832, 2020-08-30 19:47," ""RT @PollWatch2020: Trump got 8 percent of black vote in 2016. I’ve been predicting 11-13 percent in 2020. I’m thinking he could get 14-16 percent now.""",0.2,0.2
8836, 2020-08-31 04:38," ""The only way you will stop the violence in the high crime Democrat run cities is through strength!""",0.3333333333333333,0.16666666666666666
8840, 2020-08-31 06:07," ""RT @JasonMillerinDC: Must be nice to have the MSM for a rapid response team.  No mention of Biden failing to call on Wheeler to allow federal help in Portland.  No mention of Biden refusing to condemn Antifa.  No mention of Dem Convention falling to condemn chaos &amp; criminals!  https://t.co/dr4EN2SuM6""",0.26666666666666666,0.06666666666666667
8842, 2020-08-31 09:17," ""RT @realDonaldTrump: The only way you will stop the violence in the high crime Democrat run cities is through strength!""",0.3333333333333333,0.16666666666666666
8854, 2020-09-01 11:47," ""RT @RepMattGaetz: Democrats want to scare the American people about Russia when we know the real threat the United States faces is from China.   We need a President like @realDonaldTrump who is willing to confront China. https://t.co/FtdPY5xIO8""",0.3333333333333333,0.3333333333333333
8855, 2020-09-01 11:51," ""RT @BrandonStraka: OMG. This isn’t a mispronunciation or stumbling over a few words. This is really bad. https://t.co/e8vlnPqFak""",1.0,0.0
8861, 2020-09-02 06:04," ""There has not. They are the Enemy of the People. TDS! https://t.co/VBPNE69StS""",0.5,0.0
8862, 2020-09-02 06:09," ""RT @KurtSchlichter: You will hear a non-stop barrage of lies from the mainstream media today in the wake of Biden's disastrous appearance and plunging polls...  - Trump is 'sick' - Trump's polling is terrible - Trump makes Antifa/BLM riot - Trump causes liberal &amp; the Bulwank staff's impotence  Lies!""",0.23529411764705882,0.058823529411764705
8863, 2020-09-02 06:09," ""RT @VicToensing: Pathetic @GenFlynn opinion by DC Circuit Ct of Appeals. Dem majority not want to embarrass Judge Sullivan so ignored law and sent case back to him for decision...with hint to dismiss. No date required. Will Judge do it before Nov. 3 or delay? #MAGA2020 #Election2020""",0.0625,0.0625
8865, 2020-09-02 06:13," ""RT @cathponeill: A picture speaks 1000 words #Kenosha https://t.co/2bzvnuEvQP""",0.5,0.0
8870, 2020-09-02 18:04," ""RT @Newsweek: Tucker Carlson says CNN's Chris Cuomo was accused of sexual harassment https://t.co/hHWZ9ZbHjL""",0.5,0.0
8879, 2020-09-04 01:20," ""Crazy Nancy Pelosi said she was “set up” by the beauty parlor owner when she improperly had the salon opened (and didn’t wear a MASK!). Does anyone want a Speaker of the House who can be so easily SET UP?""",0.08333333333333333,0.08333333333333333
8880, 2020-09-04 02:27," ""Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House of Representatives instead of Crazy Nancy?""",0.1,0.2
8882, 2020-09-04 06:57," ""RT @realDonaldTrump: Nancy Pelosi says she got “set up” by a Beauty Parlor owner. Maybe the Beauty Parlor owner should be running the House of Representatives instead of Crazy Nancy?""",0.1,0.2
8891, 2020-09-05 03:42," ""The United States of America will NOT be cutting funding to @starsandstripes magazine under my watch. It will continue to be a wonderful source of information to our Great Military!""",0.1111111111111111,0.4444444444444444
8896, 2020-09-05 08:52," ""RT @generalkellogg: The Atlantic story is completely false. Absolutely lacks merit. I’ve been by the President’s side. He has always shown the highest respect to our active duty troops and veterans with utmost respect paid to those who have given the ultimate sacrifice and those wounded in battle.""",0.07692307692307693,0.46153846153846156
8898, 2020-09-05 11:33," ""Pollak: The Stunning Synergy of The Atlantic‘s Anonymous Attack on Trump https://t.co/gDvXXn9tcH via @BreitbartNews Fake writer Goldberg is considered “the unofficial stenographer of the Obama White House”.""",0.1111111111111111,0.2222222222222222
8900, 2020-09-05 12:02," ""RT @SharylAttkisson: 4-Trump Is the Only US President to Visit the Troops in a Combat Zone So Close to Christmas Day.  President Trump Is the Only US President in History to Visit US Troops Both in a Combat Zone on Thanksgiving and So Close to Christmas.""",0.1111111111111111,0.3333333333333333
8901, 2020-09-05 12:02," ""RT @SharylAttkisson: 3-“President Trump Is Only the Third US President to Spend Thanksgiving with US Troops in a Combat Zone or US Troops Anywhere.” (President George H. W. Bush spent Thanksgiving in Iraq in 1990. His son President George W. Bush spent Thanksgiving in Iraq in 2003.)""",0.05555555555555555,0.38888888888888884
8903, 2020-09-05 12:03," ""RT @mschlapp: The Losers and Suckers work for the Atlantic.   They are colluding w the socialists to stop Trump.   The more the swamp and the establishment fight dirty the more Trump is revered by Americans.   1000s more MAGA flags went up today""",0.1111111111111111,0.0
8904, 2020-09-05 12:09," ""RT @JHoganGidley: My response to the horrible lies from anonymous “sources” in the Atlantic: https://t.co/uHtgJvrwCb""",0.3333333333333333,0.0
8905, 2020-09-05 12:09," ""RT @JHoganGidley: Thanks for another powerful Police endorsement!   @realDonaldTrump DEFENDS the police.  Biden DEFUNDS the police.  President Trump gives millions to the victims of crime. Biden's democrats gave money to bail out the criminals who committed the crime.  https://t.co/utg8lPt01a""",0.3333333333333333,0.5833333333333333
8906, 2020-09-05 12:13," ""RT @SarahHuckabee: These were some of the moments I witnessed the President show his heart and demonstrate how much he respects the selfless and courageous men and women of our military. I am disgusted by this false attack.""",0.125,0.375
8908, 2020-09-05 12:17," ""RT @realDonaldTrump: The United States of America will NOT be cutting funding to @starsandstripes magazine under my watch. It will continue to be a wonderful source of information to our Great Military!""",0.1111111111111111,0.4444444444444444
8913, 2020-09-05 12:27," ""RT @FrankLuntz: “Trump received 28% of the Hispanic vote four years ago. But a fresh national ⁦@QuinnipiacPoll⁩ pegged the president’s support with this demographic at 36%.” https://t.co/zBZIdMz7Da""",0.14285714285714285,0.42857142857142855
8914, 2020-09-05 19:52," ""Trump Orders Purge of ‘Critical Race Theory‘ from Federal Agencies https://t.co/ygXcTXRHsQ via @BreitbartNews  This is a sickness that cannot be allowed to continue. Please report any sightings so we can quickly extinguish!""",0.09090909090909091,0.09090909090909091
8916, 2020-09-05 20:36," ""RT @RussVought45: The days of taxpayer funded indoctrination trainings that sow division and racism are over. Under the direction of @POTUS we are directing agencies to halt critical race theory trainings immediately.  https://t.co/dyMeJka9rt""",0.125,0.125
